"prefecture","city","name","postal_code","address","phone","area","source_url","confirmed_on"
"神奈川県","横浜市鶴見区","横浜市駒岡地域ケアプラザ","2300071","神奈川県横浜市鶴見区駒岡4-28-5","045-581-0519","梶山1〜2丁目・上末吉1〜5丁目・駒岡1〜5丁目・獅子ケ谷1丁目の一部・下末吉1〜6丁目・三ツ池公園","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市鶴見区","横浜市鶴見市場地域ケアプラザ","2300024","神奈川県横浜市鶴見区市場下町11-5","045-504-1188","市場東中町・市場西中町・市場下町・市場大和町・市場富士見町・菅沢町・平安町・栄町通3〜4丁目・尻手1〜3丁目・元宮1〜2丁目・市場上町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市鶴見区","横浜市鶴見中央地域ケアプラザ","2300051","神奈川県横浜市鶴見区鶴見中央1-23-26","045-521-8100","鶴見1〜2丁目の一部・鶴見中央1〜5丁目・豊岡町・佃野町・寺谷1〜2丁目・東寺尾中台の一部・諏訪坂の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市鶴見区","横浜市生麦地域ケアプラザ","2300052","神奈川県横浜市鶴見区生麦4-6-4","045-503-2135","生麦1〜5丁目・岸谷4丁目の一部・鶴見中央5丁目の一部・大黒町・大黒ふ頭","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市鶴見区","横浜市馬場地域ケアプラザ","2300076","神奈川県横浜市鶴見区馬場7-11-23","045-576-4232","上の宮1〜2丁目・北寺尾6〜7丁目の一部・獅子ケ谷3丁目の一部・馬場1〜7丁目・東寺尾1〜2丁目の一部・東寺尾5〜6丁目の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市反町地域ケアプラザ","2210825","神奈川県横浜市神奈川区反町1-11-2","045-321-8026","高島台・松本町・反町・栄町・上反町・幸ケ谷・金港町・桐畑・大野町・青木町・台町・鶴屋町1丁目・松ケ丘・栗田谷・旭ケ丘・広台太田町・泉町・鳥越・立町・富家町・西神奈川1丁目・二ツ谷町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市神之木地域ケアプラザ","2210015","神奈川県横浜市神奈川区神之木町7-1","045-435-3096","松見町・西寺尾1〜4丁目・神之木町・神之木台・大口仲町・大口通・西大口・七島町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市菅田地域ケアプラザ","2210864","神奈川県横浜市神奈川区菅田町1718-1","045-471-3103","菅田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市片倉三枚地域ケアプラザ","2210862","神奈川県横浜市神奈川区三枚町199-4","045-413-2572","三枚町・神大寺1〜4丁目・片倉1〜5丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市新子安地域ケアプラザ","2210013","神奈川県横浜市神奈川区新子安1-2-4 オルトヨコハマビジネスセンター1F","045-423-1703","新子安1〜2丁目・子安台1〜2丁目・子安通・入江1〜2丁目・神奈川1〜2丁目・東神奈川1〜2丁目・新町・神奈川本町・浦島町・亀住町・千若町・新浦島町・守屋町・恵比寿町・宝町・山内町・星野町・出田町・鈴繁町・橋本町・瑞穂町・浦島丘","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市沢渡三ツ沢地域ケアプラザ","2210844","神奈川県横浜市神奈川区沢渡56-1","045-577-8213","鶴屋町2〜3丁目・沢渡・三ツ沢東町・三ツ沢西町・三ツ沢南町・三ツ沢上町・三ツ沢中町・三ツ沢下町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","横浜市六角橋地域ケアプラザ","2210802","神奈川県横浜市神奈川区六角橋3-3-13","045-413-3285","西神奈川2〜3丁目・二本榎・中丸・斎藤分町・平川町・白楽・六角橋1〜6丁目・白幡町・白幡東町・白幡西町・白幡南町・白幡上町・白幡仲町・白幡向町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市神奈川区","若竹苑（特別養護老人ホーム）","2210863","神奈川県横浜市神奈川区羽沢町550-1","045-382-0024","羽沢町・羽沢南1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市西区","浅間台地域ケアプラザ","2200071","神奈川県横浜市西区浅間台6","045-311-7593","北幸1〜2丁目・南幸1〜2丁目・岡野1〜2丁目・西平沼町・浅間町・南浅間町・浅間台・楠町・宮ケ谷・南軽井沢・北軽井沢","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市西区","横浜市藤棚地域ケアプラザ","2200053","神奈川県横浜市西区藤棚町2-198","045-253-0662","藤棚町1丁目の一部・藤棚町2丁目・浜松町・久保町・東久保町・元久保町・境之谷","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市西区","横浜市宮崎地域ケアプラザ","2200031","神奈川県横浜市西区宮崎町2","045-261-6121","花咲町・紅葉ケ丘・宮崎町・戸部町1〜4丁目・老松町・東ケ丘・赤門町・霞ケ丘・西戸部町1〜2丁目・伊勢町1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市西区","横浜市戸部本町地域ケアプラザ","2200041","神奈川県横浜市西区戸部本町50-33","045-321-3300","御所山町・戸部本町・戸部町5〜7丁目・桜木町・西戸部町3丁目・伊勢町3丁目の一部・中央1〜2丁目・西前町・藤棚町1丁目の一部・高島1〜2丁目・平沼1〜2丁目・みなとみらい1〜6丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市新山下地域ケアプラザ","2310801","神奈川県横浜市中区新山下3-15-5","045-625-0081","山下町・元町・新山下1〜3丁目・千代崎町・北方町・小港町・諏訪町・本牧十二天","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市不老町地域ケアプラザ","2310032","神奈川県横浜市中区不老町3-15-2","045-662-9989","宮川町・桜木町・花咲町・野毛町・黄金町・初音町・日ノ出町・赤門町・英町・伊勢佐木町・末広町・羽衣町・弥生町・曙町・末吉町・吉田町・福富町仲通・福富町西通・福富町東通・長者町・蓬莱町・若葉町・松影町・吉浜町・万代町・不老町・寿町・扇町・三吉町・千歳町・翁町・山田町・山吹町・富士見町・石川町・打越・海岸通・元浜町・日本大通・新港1〜2丁目・北仲通・南仲通・太田町・相生町・住吉町・常盤町・尾上町・真砂町・港町・本町・弁天通・横浜公園・内田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市麦田地域ケアプラザ","2310849","神奈川県横浜市中区麦田町1-26-2","045-664-6024","麦田町・柏葉・大和町・立野・鷺山・竹之丸・西之谷町・本牧緑ケ丘の一部・上野町・妙香寺台・豆口台・滝之上の一部・仲尾台・山手町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市本牧原地域ケアプラザ","2310821","神奈川県横浜市中区本牧原6-1","045-623-0975","本郷町・本牧満坂・本牧町・本牧荒井の一部・本牧原・本牧宮原・本牧元町の一部・本牧緑ケ丘の一部・錦町・和田山・本牧ふ頭","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市簑沢地域ケアプラザ","2310856","神奈川県横浜市中区簑沢13-204","045-663-6930","山元町・簑沢・塚越・寺久保・大平町・大芝台・西竹之丸・根岸台・根岸旭台・滝之上の一部・山手町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市中区","横浜市本牧和田地域ケアプラザ","2310827","神奈川県横浜市中区本牧和田35-13","045-628-1311","本牧和田・本牧間門・本牧荒井の一部・本牧元町の一部・本牧大里町・本牧三之谷・根岸町・池袋・根岸加曽台・矢口台・千鳥町・豊浦町・かもめ町・南本牧","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市大岡地域ケアプラザ","2320061","神奈川県横浜市南区大岡1-14-1","045-711-8581","大岡1〜2丁目・大橋町・中島町・通町・若宮町・弘明寺町・井土ケ谷下町・井土ケ谷中町・井土ケ谷上町・中里町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市清水ケ丘地域ケアプラザ","2320007","神奈川県横浜市南区清水ケ丘49","045-253-0147","清水ケ丘・庚台・三春台・伏見町・西中町・前里町・白金町・南太田1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市永田地域ケアプラザ","2320073","神奈川県横浜市南区永田南2-16-31","045-711-8612","永田南1〜2丁目・永田山王台・永田東1〜3丁目・永田みなみ台・永田台・永田北1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市六ツ川地域ケアプラザ","2320066","神奈川県横浜市南区六ツ川2-3-211","045-716-0682","六ツ川1〜4丁目・別所中里台・別所6〜7丁目・中里4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市浦舟地域ケアプラザ","2320024","神奈川県横浜市南区浦舟町3-46","045-261-3318","永楽町・真金町・万世町・高根町・白妙町・浦舟町・日枝町・南吉田町・山王町・吉野町・新川町・二葉町・高砂町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市中村地域ケアプラザ","2320033","神奈川県横浜市南区中村町2-120-3","045-260-5101","中村町・唐沢・平楽・八幡町・山谷","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市睦地域ケアプラザ","2320041","神奈川県横浜市南区睦町1-31-1","045-730-5080","堀ノ内町・睦町・花之木町・宿町・宮元町・共進町・東蒔田町・榎町・蒔田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市南区","横浜市別所地域ケアプラザ","2320064","神奈川県横浜市南区別所1-7-23","045-714-2215","大岡3〜5丁目・別所1〜5丁目・中里1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市港南台地域ケアプラザ","2340054","神奈川県横浜市港南区港南台3-3-1","045-834-3143","港南台1〜9丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市東永谷地域ケアプラザ","2330011","神奈川県横浜市港南区東永谷1-1-12","045-826-1098","東永谷1〜3丁目・大久保1〜3丁目・最戸1〜2丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市下永谷地域ケアプラザ","2330016","神奈川県横浜市港南区下永谷3-33-5","045-826-2658","下永谷1〜6丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市野庭地域ケアプラザ","2340056","神奈川県横浜市港南区野庭町612","045-848-0102","野庭町の一部・上永谷町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市日下地域ケアプラザ","2340052","神奈川県横浜市港南区笹下3-11-1","045-843-3668","笹下2〜7丁目・日野中央1・3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市港南中央地域ケアプラザ","2330003","神奈川県横浜市港南区港南4-2-7","045-845-4103","上大岡西1〜3丁目・港南1〜6丁目・港南中央通・笹下1丁目・日野1〜6丁目・上大岡東1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市日野南地域ケアプラザ","2340055","神奈川県横浜市港南区日野南3-1-11","045-835-0988","日野南1〜7丁目・日野7〜9丁目・日野中央2丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市芹が谷地域ケアプラザ","2330006","神奈川県横浜市港南区芹が谷2-16-12","045-826-8266","芹が谷1〜5丁目・東芹が谷","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市日限山地域ケアプラザ","2330015","神奈川県横浜市港南区日限山1-66-55","045-827-1871","日限山1〜4丁目・丸山台4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市港南区","横浜市上永谷駅前地域ケアプラザ","2330013","神奈川県横浜市港南区丸山台1-9-10","045-840-1262","上永谷1〜6丁目・丸山台1〜3丁目・野庭町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","上菅田地域ケアプラザ","2400051","神奈川県横浜市保土ケ谷区上菅田町1696","045-372-0125","新井町・上菅田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市岩崎地域ケアプラザ","2400015","神奈川県横浜市保土ケ谷区岩崎町37-5","045-334-1545","岩崎町・狩場町・桜ケ丘1〜2丁目・初音ケ丘・花見台・保土ケ谷町2〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市今井地域ケアプラザ","2400035","神奈川県横浜市保土ケ谷区今井町412-8","045-351-8816","今井町・法泉1〜3丁目・新桜ケ丘1〜2丁目・境木町・藤塚町・境木本町・権太坂1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市星川地域ケアプラザ","2400001","神奈川県横浜市保土ケ谷区川辺町5-11","045-333-9590","明神台・星川1〜3丁目・峰岡町1〜2丁目・川辺町・天王町・宮田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市仏向地域ケアプラザ","2400044","神奈川県横浜市保土ケ谷区仏向町1262-3","045-336-9998","仏向町・仏向西・坂本町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市常盤台地域ケアプラザ","2400067","神奈川県横浜市保土ケ谷区常盤台53-2","045-339-5702","鎌谷町・峰沢町・岡沢町・常盤台・釜台町・和田1〜2丁目・上星川1〜3丁目・峰岡町3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市川島地域ケアプラザ","2400045","神奈川県横浜市保土ケ谷区川島町360-2","045-373-6777","川島町・東川島町・西谷町・西谷1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市保土ケ谷区","横浜市保土ケ谷地域ケアプラザ","2400023","神奈川県横浜市保土ケ谷区岩井町143番地2","045-743-1882","霞台・岩井町・月見台・瀬戸ケ谷町・保土ケ谷町1丁目・帷子町・西久保町・岩間町・神戸町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市旭区","万騎が原地域ケアプラザ","2410836","神奈川県横浜市旭区万騎が原4番地","045-362-1222","本宿町・南本宿町・万騎が原・桐が作・大池町・柏町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
